,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
13111,20922,city_114,0.926,,No relevent experience,no_enrollment,High School,,3,,,never,9,0.0
3425,202,city_67,0.855,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,>4,78,0.0
695,20911,city_48,0.493,,No relevent experience,Full time course,Graduate,STEM,2,,,1,33,1.0
1100,27046,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,42,0.0
15955,9169,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,,never,50,0.0
4596,14148,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,92,0.0
7614,4242,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,87,0.0
1676,26006,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,5,0.0
15286,4486,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,56,1.0
18879,32047,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,50-99,Public Sector,2,42,1.0
8065,25674,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,4,14,0.0
484,28641,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,95,0.0
12406,24074,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,,,1,63,0.0
15210,26907,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,2,47,0.0
18538,2403,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,9,0.0
1784,33256,city_70,0.698,Male,No relevent experience,Full time course,Graduate,STEM,2,,,2,106,0.0
1896,21403,city_101,0.5579999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,,2,19,0.0
19006,6801,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,23,1.0
16466,10504,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,35,0.0
14594,22597,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,,1,33,1.0
16027,15172,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,45,0.0
14026,5883,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,,92,0.0
5127,18954,city_150,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,1,500-999,Public Sector,1,165,0.0
15901,6667,city_16,0.91,,Has relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,194,0.0
6337,5791,city_75,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,30,0.0
11349,30435,city_114,0.926,Male,No relevent experience,Part time course,Primary School,,6,,,1,228,0.0
14506,15530,city_136,0.897,,No relevent experience,no_enrollment,Masters,STEM,3,100-500,Public Sector,>4,96,0.0
10632,17116,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,14,0.0
11904,29862,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,50-99,NGO,2,74,0.0
14102,32691,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,never,64,0.0
12739,710,city_10,0.895,,No relevent experience,no_enrollment,Phd,STEM,8,1000-4999,Public Sector,>4,206,0.0
18068,31904,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,16,,,>4,39,1.0
18234,4380,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,18,0.0
15935,8298,city_167,0.921,Male,No relevent experience,no_enrollment,Graduate,STEM,7,,,never,44,1.0
13795,32757,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,28,1.0
3843,6723,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,82,0.0
3560,26522,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,Other,3,,,2,151,1.0
13295,31086,city_67,0.855,Male,No relevent experience,no_enrollment,High School,,5,,,1,57,0.0
4675,13493,city_89,0.925,Female,No relevent experience,Full time course,Graduate,STEM,4,,,never,19,1.0
5183,10531,city_71,0.884,,Has relevent experience,Part time course,Graduate,STEM,17,10000+,Pvt Ltd,1,184,0.0
6142,33286,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,2,500-999,Public Sector,1,75,1.0
13816,3943,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,10/49,Public Sector,1,16,1.0
1039,30970,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,100-500,Pvt Ltd,2,22,0.0
9822,337,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Business Degree,>20,1000-4999,Pvt Ltd,3,16,0.0
1018,14341,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,24,0.0
15081,25785,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,18,0.0
16040,12958,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,never,61,1.0
2192,3794,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,<10,Funded Startup,>4,50,0.0
5738,18525,city_90,0.698,Male,Has relevent experience,Full time course,,,9,,,>4,155,1.0
11044,19153,city_73,0.754,,No relevent experience,,High School,,4,,,never,10,0.0
12168,15906,city_21,0.624,Male,No relevent experience,Full time course,High School,,<1,,,never,332,0.0
3107,29359,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,2,37,0.0
3440,22923,city_104,0.924,Male,No relevent experience,Full time course,,,6,,,2,21,0.0
5408,30806,city_11,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,7,,,2,310,0.0
16005,22545,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,30,1.0
6612,13560,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,80,0.0
10110,29090,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,7,0.0
15183,5363,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,,never,34,1.0
6314,1450,city_25,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,4,56,1.0
3118,5598,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,2,<10,Pvt Ltd,1,11,1.0
614,14622,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,61,1.0
5917,21313,city_102,0.804,,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,31,0.0
17268,32566,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,13,,,>4,226,0.0
12964,18000,city_104,0.924,Male,No relevent experience,no_enrollment,,,4,,,never,25,0.0
18462,11671,city_1,0.847,,No relevent experience,Full time course,Graduate,STEM,6,50-99,,1,122,0.0
19034,19470,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,39,0.0
2437,19762,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,7,0.0
10938,14376,city_160,0.92,Male,No relevent experience,Full time course,High School,,3,,,1,90,1.0
18981,6572,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,4,25,0.0
6300,7037,city_41,0.8270000000000001,Male,Has relevent experience,Full time course,High School,,4,1000-4999,Pvt Ltd,1,64,0.0
14174,29773,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Early Stage Startup,1,96,0.0
12817,28487,city_21,0.624,,No relevent experience,no_enrollment,High School,,2,,,never,104,1.0
9026,4345,city_160,0.92,,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,2,11,1.0
4633,11737,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,4,80,0.0
7025,19306,city_99,0.915,Female,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,,2,28,0.0
11396,16973,city_160,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,2,18,0.0
5912,18680,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,>4,66,0.0
7611,4494,city_71,0.884,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,20,0.0
10585,609,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,43,0.0
9922,26766,city_61,0.913,,Has relevent experience,Full time course,Graduate,STEM,13,50-99,Pvt Ltd,1,42,0.0
9493,1881,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,3,<10,Early Stage Startup,3,44,0.0
1772,7471,city_76,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,11,<10,Pvt Ltd,2,10,0.0
4346,4051,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,20,0.0
10,29452,city_21,0.624,,No relevent experience,Full time course,High School,,2,,,never,32,1.0
16740,18008,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,7,,,2,41,0.0
6699,2513,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,12,0.0
11089,9757,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,78,0.0
9477,22388,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,2,,,,48,1.0
8668,4175,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Public Sector,>4,164,1.0
7860,27109,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,NGO,>4,26,0.0
5613,30223,city_83,0.923,,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,17,0.0
12404,6354,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,>4,78,0.0
14546,5187,city_99,0.915,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,2,19,0.0
17753,2654,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,32,1.0
15157,9396,city_71,0.884,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,>4,55,0.0
6174,6483,city_18,0.8240000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Public Sector,1,24,0.0
12558,9964,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,1,7,0.0
16503,2007,city_11,0.55,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,280,0.0
5490,14269,city_114,0.926,,No relevent experience,no_enrollment,High School,,5,,,1,22,1.0
13749,22874,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,48,0.0
17663,31815,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,8,10000+,Pvt Ltd,2,85,0.0
15689,14888,city_152,0.698,,No relevent experience,no_enrollment,,,<1,,,,40,0.0
11384,30945,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,28,1.0
13680,7656,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,44,0.0
2788,10452,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,308,0.0
5463,6542,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,NGO,1,13,0.0
9678,17257,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,1,<10,,,43,0.0
16700,815,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,68,0.0
8697,10962,city_136,0.897,,No relevent experience,no_enrollment,Phd,STEM,>20,10000+,NGO,>4,11,0.0
425,16414,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,1,53,0.0
12275,4852,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,>4,2,1.0
16422,30118,city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,14,,,3,38,0.0
2544,9405,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,<1,,,1,12,0.0
8026,7083,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,157,0.0
9141,30440,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,24,0.0
7506,1508,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1,214,1.0
14817,7585,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,,,3,14,1.0
4919,18466,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,High School,,14,,Pvt Ltd,1,14,0.0
14434,30835,city_155,0.556,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,2,192,1.0
5553,14386,city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,4,,,never,102,1.0
9848,22012,city_90,0.698,Male,No relevent experience,Part time course,Masters,STEM,16,,,3,70,0.0
13893,5182,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,Humanities,8,,,4,19,1.0
6823,26926,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Public Sector,3,6,0.0
17147,23198,city_103,0.92,Other,No relevent experience,no_enrollment,Primary School,,2,10/49,,1,103,0.0
9637,24148,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,8,100-500,Pvt Ltd,1,52,1.0
16215,6897,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,1,3,0.0
7031,23953,city_19,0.682,Female,Has relevent experience,no_enrollment,Graduate,Other,>20,,,2,63,0.0
5403,24750,city_102,0.804,,Has relevent experience,no_enrollment,Primary School,,>20,10000+,,1,55,0.0
2041,25641,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,13,10000+,Pvt Ltd,4,154,0.0
4970,11146,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,,,never,17,1.0
17702,27094,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,50-99,Pvt Ltd,1,4,1.0
12786,11415,city_43,0.516,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,2,22,1.0
8852,13749,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,<10,Pvt Ltd,4,26,1.0
11919,13961,city_175,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,,1,53,0.0
5697,15896,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,3,52,0.0
8084,16235,city_75,0.939,Male,No relevent experience,Part time course,Graduate,STEM,11,10000+,Public Sector,1,26,0.0
12138,7238,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,10,,,never,24,1.0
12741,25239,city_141,0.763,,Has relevent experience,Full time course,Graduate,STEM,7,50-99,,>4,117,0.0
7884,30798,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,88,0.0
16008,23993,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,17,,,never,50,1.0
597,14487,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,Other,5,100-500,Pvt Ltd,1,20,0.0
12880,5637,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,4,1.0
974,16067,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,2,51,0.0
11994,5473,city_67,0.855,Male,Has relevent experience,Part time course,Masters,STEM,20,,,2,308,0.0
2548,22448,city_43,0.516,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Early Stage Startup,>4,36,1.0
7072,2017,city_165,0.903,Male,No relevent experience,no_enrollment,Masters,Humanities,>20,1000-4999,Pvt Ltd,>4,6,0.0
4654,14747,city_36,0.893,Male,No relevent experience,Full time course,High School,,2,100-500,Pvt Ltd,1,30,0.0
12942,23484,city_20,0.7959999999999999,,No relevent experience,Full time course,Primary School,,2,,,never,11,0.0
15436,22815,city_114,0.926,Male,No relevent experience,Full time course,High School,,3,10/49,Public Sector,3,96,0.0
11488,10658,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,8,,,>4,116,1.0
4772,32851,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,>20,,,1,83,1.0
6286,8436,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Funded Startup,1,68,0.0
11729,6269,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,Humanities,>20,,,>4,160,0.0
13813,17338,city_104,0.924,Male,No relevent experience,Full time course,High School,,3,,,1,103,0.0
7466,12740,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,29,0.0
4445,24347,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,,Pvt Ltd,1,9,1.0
8400,10986,city_146,0.735,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,56,0.0
6619,2779,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,4,53,0.0
12431,32008,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,2,44,0.0
16284,10193,city_100,0.887,Male,No relevent experience,Full time course,High School,,9,,,never,29,0.0
119,14199,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,Business Degree,10,50-99,Funded Startup,1,260,0.0
9046,22632,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,,>4,11,0.0
11549,28404,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Arts,2,,,2,28,0.0
13196,12013,city_100,0.887,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,70,0.0
16696,6716,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,82,0.0
3813,11373,city_103,0.92,Male,No relevent experience,Full time course,Graduate,Humanities,6,,,1,46,0.0
1403,12895,city_114,0.926,Male,Has relevent experience,Part time course,High School,,15,50-99,Pvt Ltd,3,72,0.0
7007,16080,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,3,<10,Public Sector,2,37,1.0
11662,6549,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,,1000-4999,Pvt Ltd,1,36,1.0
18214,24663,city_159,0.843,Male,No relevent experience,Full time course,High School,,2,,,2,48,0.0
12268,3615,city_61,0.913,Male,Has relevent experience,no_enrollment,High School,,8,100-500,Pvt Ltd,1,116,0.0
19137,22620,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,>4,80,0.0
11412,23010,city_149,0.6890000000000001,,No relevent experience,no_enrollment,High School,,8,1000-4999,Pvt Ltd,1,102,0.0
4898,6512,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,34,0.0
17324,15257,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,90,0.0
12609,14689,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,5,100-500,Pvt Ltd,1,88,0.0
6581,3600,city_23,0.899,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,39,0.0
12273,14287,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,10000+,Pvt Ltd,1,97,0.0
16679,26649,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,<10,Funded Startup,>4,92,0.0
14060,5930,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,102,0.0
7660,30991,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,168,0.0
4703,16159,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,2,112,0.0
6638,27323,city_162,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,5,,Pvt Ltd,1,43,0.0
13891,30329,city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,>20,500-999,,1,288,1.0
8265,18447,city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10/49,Funded Startup,2,28,0.0
15697,27904,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,>4,126,0.0
12407,21088,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,never,218,0.0
5583,717,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,>4,41,1.0
10832,13880,city_121,0.7809999999999999,,No relevent experience,Full time course,Graduate,STEM,4,,,never,63,1.0
2656,2290,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,2,5,0.0
13194,753,city_11,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,7,,,4,23,0.0
4380,14948,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,19,0.0
10820,7234,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,1,89,0.0
7639,26248,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,2,96,0.0
14728,22016,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,4,,,1,120,0.0
3640,28520,city_71,0.884,Other,Has relevent experience,Part time course,Masters,STEM,>20,10/49,Funded Startup,2,5,0.0
13625,7716,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,68,0.0
13317,24364,city_114,0.926,,No relevent experience,Full time course,Graduate,STEM,8,,,never,64,0.0
11625,8989,city_21,0.624,,No relevent experience,no_enrollment,Graduate,No Major,11,,,never,66,0.0
18041,1087,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,>4,163,0.0
3786,10871,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,3,100,0.0
15229,1986,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,7,10/49,Public Sector,1,158,0.0
18374,30556,city_74,0.579,Female,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,1,20,0.0
2102,23591,city_23,0.899,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,2,83,1.0
2162,8720,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,147,0.0
11690,27457,city_83,0.923,,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,83,0.0
16259,10270,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,37,0.0
10974,8039,city_21,0.624,,No relevent experience,no_enrollment,Graduate,Business Degree,10,,,>4,22,1.0
12714,31902,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,105,0.0
15778,10380,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,5,10/49,Public Sector,1,62,0.0
7538,8312,city_45,0.89,,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,78,0.0
5323,18902,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,10000+,Pvt Ltd,1,9,0.0
6896,20183,city_103,0.92,,No relevent experience,no_enrollment,Graduate,Arts,2,1000-4999,Pvt Ltd,2,80,1.0
18192,33022,city_114,0.926,Male,No relevent experience,Full time course,High School,,2,10/49,Pvt Ltd,2,50,0.0
3083,24557,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,>4,39,0.0
6291,19875,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,88,1.0
17446,1335,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,4,17,0.0
17022,9708,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,42,0.0
12064,17731,city_77,0.83,Male,Has relevent experience,Full time course,Graduate,STEM,14,100-500,Pvt Ltd,1,136,0.0
13949,25573,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,,,>4,52,0.0
1968,30349,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,32,0.0
11170,2681,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Early Stage Startup,1,11,1.0
1696,29705,city_21,0.624,Other,Has relevent experience,Part time course,,,<1,10/49,Pvt Ltd,1,200,1.0
18854,10379,city_118,0.722,Male,Has relevent experience,no_enrollment,Masters,STEM,2,100-500,Pvt Ltd,1,14,0.0
13936,4682,city_67,0.855,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,56,1.0
6909,15846,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,29,0.0
5534,26889,city_104,0.924,Male,No relevent experience,no_enrollment,Primary School,,<1,,,never,244,0.0
11142,26976,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Other,>4,31,0.0
8039,9882,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,35,0.0
3927,12497,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Early Stage Startup,>4,6,0.0
12384,17541,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,1,,,1,52,0.0
5660,24602,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,1,17,0.0
1412,9378,city_28,0.939,Other,No relevent experience,Full time course,Graduate,No Major,2,50-99,Pvt Ltd,1,45,0.0
509,17400,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,10,0.0
887,13547,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,100-500,Pvt Ltd,1,44,0.0
1944,27288,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,5,<10,Early Stage Startup,1,98,1.0
5401,6810,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,6,1.0
3678,1486,city_103,0.92,Male,No relevent experience,Full time course,High School,,6,,Pvt Ltd,never,48,0.0
